Date,Close/Last,Volume,Open,High,Low
09/15/2023,443.37,111848900,447.14,447.48,442.92
09/14/2023,450.36,83430810,449.07,451.08,447.715
09/13/2023,446.51,60199270,446.22,447.71,445.0793
09/12/2023,445.99,67565420,446.95,448.53,445.39
09/11/2023,448.45,60180120,448.24,448.77,446.4699
09/08/2023,445.52,62068440,444.90,447.11,444.53
09/07/2023,444.85,70355430,443.11,445.55,442.75
09/06/2023,446.22,70758510,448.40,448.51,443.81
09/05/2023,449.24,55166210,450.73,451.06,449.17
09/01/2023,451.19,58944100,453.17,453.67,449.68
08/31/2023,450.35,66084560,451.65,452.83,450.16
08/30/2023,451.01,69053910,449.51,451.67,448.78
08/29/2023,449.16,83081920,442.65,449.45,442.46
08/28/2023,442.76,61595390,442.24,443.40,439.9728
08/25/2023,439.97,102325100,438.68,441.30,435.00
08/24/2023,436.89,88517270,444.69,445.22,436.855
08/23/2023,443.03,68441020,439.25,443.67,439.10
08/22/2023,438.15,65062860,441.18,441.18,437.57
08/21/2023,439.34,68718960,437.55,440.11,435.32
08/18/2023,436.50,98851960,433.37,437.57,433.01
08/17/2023,436.29,95711320,441.16,441.43,435.75
08/16/2023,439.64,80107210,442.46,444.18,439.53
08/15/2023,442.89,75707530,446.27,446.64,442.30
08/14/2023,448.11,47867440,444.70,448.11,444.38
08/11/2023,445.65,68690900,443.97,446.7007,443.345
08/10/2023,445.91,93005500,448.19,451.70,444.70
08/09/2023,445.75,78789580,449.03,449.1999,444.96
08/08/2023,448.75,71361320,448.08,450.6952,445.2705
08/07/2023,450.71,58357460,448.71,450.865,447.99
08/04/2023,446.81,100128900,450.72,452.895,446.27
08/03/2023,448.84,64419690,448.04,450.79,447.37
08/02/2023,450.13,93933370,453.25,453.52,449.3499
08/01/2023,456.48,55502200,456.27,457.25,455.49
07/31/2023,457.79,62040450,457.41,458.16,456.045
07/28/2023,456.92,80011790,455.88,457.78,452.4918
07/27/2023,452.49,92194380,459.02,459.44,451.55
07/26/2023,455.51,71052890,454.47,456.99,453.38
07/25/2023,455.44,55191240,453.92,456.735,453.87
07/24/2023,454.20,54023380,453.37,455.04,452.298
07/21/2023,452.18,71275620,453.96,454.165,452.17
07/20/2023,452.18,70591640,454.17,455.10,451.44
07/19/2023,455.20,65891690,455.01,456.43,454.1119
07/18/2023,454.19,80744450,450.50,454.86,450.0484
07/17/2023,450.84,52680220,449.13,451.93,449.08
07/14/2023,449.28,69815820,450.475,451.36,448.49
07/13/2023,449.56,72425240,447.90,450.38,447.45
07/12/2023,446.02,91924530,446.39,447.4799,444.91
07/11/2023,442.46,64463750,440.45,442.97,439.44
07/10/2023,439.66,62443500,438.18,439.84,437.585
07/07/2023,438.55,86134180,438.63,442.64,438.30
07/06/2023,439.66,80658300,439.42,440.10,437.06
07/05/2023,443.13,58418430,441.91,443.889,441.90
07/03/2023,443.79,32793380,442.92,444.08,442.63
06/30/2023,443.28,104964000,441.44,444.30,441.11
06/29/2023,438.11,67882300,435.96,438.28,435.54
06/28/2023,436.39,75635980,435.05,437.44,434.41
06/27/2023,436.17,72813700,432.35,436.81,431.88
06/26/2023,431.44,72823560,432.62,434.61,431.19
06/23/2023,433.21,92074540,432.93,435.06,432.47
06/22/2023,436.51,70637180,433.95,436.62,433.60
06/21/2023,434.94,76982250,436.16,436.99,434.33
06/20/2023,437.18,76160360,437.45,438.37,435.03
06/16/2023,439.46,114165800,443.02,443.6078,438.97
06/15/2023,442.60,110303100,436.33,443.90,436.23
06/14/2023,437.18,100612100,437.01,439.0612,433.59
06/13/2023,436.66,95899700,435.32,437.33,434.63
06/12/2023,433.80,76256700,430.92,433.88,430.17
06/09/2023,429.90,85647270,429.96,431.99,428.87
06/08/2023,429.13,61952840,426.62,429.60,425.82
06/07/2023,426.55,85373280,428.44,429.62,426.11
06/06/2023,428.03,64022180,426.67,428.5772,425.99
06/05/2023,427.10,65460160,428.28,429.62,426.37
06/02/2023,427.92,91426170,424.50,428.74,423.95
06/01/2023,421.82,88865020,418.09,422.92,416.79
05/31/2023,417.85,110811800,418.28,419.22,416.22
05/30/2023,420.18,72215960,422.03,422.58,418.735
05/26/2023,420.02,93829980,415.33,420.77,415.25
05/25/2023,414.65,90961610,414.74,416.16,412.4101
05/24/2023,411.09,89213680,412.42,412.82,409.8795
05/23/2023,414.09,86383490,417.08,418.722,413.68
05/22/2023,418.79,60745400,418.64,420.39,417.35
05/19/2023,418.62,103793300,420.17,420.72,417.35
05/18/2023,419.23,97177200,414.90,419.67,414.67
05/17/2023,415.23,87286960,412.35,415.855,410.635
05/16/2023,410.25,57705500,411.86,412.815,410.24
05/15/2023,413.01,54289380,412.22,413.43,410.23
05/12/2023,411.59,70481550,413.42,413.64,409.07
05/11/2023,412.13,70157060,411.95,412.43,409.97
05/10/2023,412.85,96142920,413.88,414.535,408.87
05/09/2023,410.93,49220120,411.13,412.09,410.6894
05/08/2023,412.74,50046770,412.97,413.24,411.28
05/05/2023,412.63,87891790,408.91,413.72,408.64
05/04/2023,405.13,94901860,406.93,407.27,403.74
05/03/2023,408.02,91531770,411.36,413.87,407.77
05/02/2023,410.84,103998500,414.77,414.82,407.82
05/01/2023,415.51,62122250,415.47,417.62,415.265
04/28/2023,415.93,89433140,411.49,415.94,411.43
04/27/2023,412.41,92968370,407.00,412.69,406.74
04/26/2023,404.36,80447050,406.72,407.84,403.78
04/25/2023,406.08,97766720,410.58,411.16,406.02
04/24/2023,412.63,64332100,411.99,413.07,410.60
04/21/2023,412.20,73457420,412.19,412.68,410.17
04/20/2023,411.88,75840360,411.21,413.70,410.27
04/19/2023,414.14,55227330,412.22,415.08,412.16
04/18/2023,414.21,63560000,415.58,415.72,412.7802
04/17/2023,413.94,66436400,412.37,413.96,411.085
04/14/2023,412.46,78161500,412.81,415.09,410.06
04/13/2023,413.47,85814750,409.18,413.84,407.9922
04/12/2023,408.05,86420380,411.87,412.17,407.44
04/11/2023,409.72,59297950,410.26,411.18,408.92
04/10/2023,409.61,63681040,406.61,409.69,405.97
04/06/2023,409.19,63743350,406.77,409.48,405.678
04/05/2023,407.60,65200240,407.91,408.70,405.88
04/04/2023,408.67,66601530,411.62,411.92,407.24
04/03/2023,410.95,67391100,408.85,411.37,408.44
03/31/2023,409.39,112062600,404.66,409.70,404.55
03/30/2023,403.70,69840050,404.09,404.35,401.76
03/29/2023,401.35,77497880,399.925,401.60,398.68
03/28/2023,395.60,62871680,395.77,396.49,393.69
03/27/2023,396.49,74010410,398.12,398.92,395.56
03/24/2023,395.75,107770100,391.841,395.84,389.40
03/23/2023,393.17,119351300,395.09,399.29,390.35
03/22/2023,392.11,111746600,398.73,402.49,392.07
03/21/2023,398.91,91524250,397.24,399.41,395.58
03/20/2023,393.74,93055780,390.80,394.17,390.07
03/17/2023,389.99,140553400,393.22,394.40,388.55
03/16/2023,396.11,143753900,386.82,396.47,386.29
03/15/2023,389.28,172996900,385.89,389.49,383.71
03/14/2023,391.73,149752400,390.50,393.45,387.05
03/13/2023,385.36,157790000,381.81,390.39,380.65
03/10/2023,385.91,189253000,390.99,393.16,384.32
03/09/2023,391.56,111945300,399.74,401.48,390.53
03/08/2023,398.92,74746630,398.39,399.71,396.59
03/07/2023,398.27,108310600,404.42,404.67,397.625
03/06/2023,404.47,72795950,405.05,407.45,404.01
03/03/2023,404.19,90119950,399.71,404.45,399.03
03/02/2023,397.81,85404730,392.68,398.69,392.33
03/01/2023,394.74,99706820,395.41,396.69,393.38
02/28/2023,396.26,96438570,397.23,399.28,396.15
02/27/2023,397.73,80444740,399.87,401.29,396.75
02/24/2023,396.38,108194400,395.42,397.25,393.64
02/23/2023,400.66,96242400,401.56,402.20,396.25
02/22/2023,398.54,83742290,399.52,401.13,397.02
02/21/2023,399.09,82655920,403.06,404.16,398.82
02/17/2023,407.26,89257820,406.06,407.51,404.05
02/16/2023,408.28,76431470,408.79,412.91,408.14
02/15/2023,413.98,61685280,410.35,414.06,409.47
02/14/2023,412.64,88389310,411.24,415.05,408.511
02/13/2023,412.83,64913540,408.72,412.97,408.24
02/10/2023,408.04,70769720,405.86,408.44,405.01
02/09/2023,407.09,78694860,414.41,414.57,405.81
02/08/2023,410.65,76227460,413.13,414.53,409.93
02/07/2023,415.19,90990750,408.87,416.49,407.57
02/06/2023,409.83,60295330,409.79,411.29,408.10
02/03/2023,412.35,94736780,411.59,416.97,411.09
02/02/2023,416.78,101654500,414.86,418.31,412.88
02/01/2023,410.80,101459200,405.211,413.67,402.35
01/31/2023,406.48,86811790,401.13,406.53,400.77
01/30/2023,400.59,74202020,402.80,405.13,400.28
01/27/2023,405.68,68346180,403.655,408.16,403.44
01/26/2023,404.75,72287430,403.13,404.92,400.03
01/25/2023,400.35,84800250,395.95,400.70,393.56
01/24/2023,400.20,59524910,398.88,401.15,397.64
01/23/2023,400.63,84178800,396.72,402.645,395.72
01/20/2023,395.88,91806360,390.10,396.04,388.38
01/19/2023,388.64,86958920,389.36,391.08,387.26
01/18/2023,391.49,99632260,399.01,400.12,391.28
01/17/2023,397.77,62677280,398.48,400.23,397.06
01/13/2023,398.50,63903930,393.62,399.10,393.34
01/12/2023,396.96,90157700,396.67,398.485,392.42
01/11/2023,395.52,68881080,392.23,395.60,391.38
01/10/2023,390.58,65358090,387.25,390.65,386.27
01/09/2023,387.86,73978070,390.37,393.70,387.67
01/06/2023,388.08,104189600,382.61,389.25,379.4127
01/05/2023,379.38,76970460,381.72,381.84,378.76
01/04/2023,383.76,85934100,383.18,385.88,380.00
01/03/2023,380.82,74850730,384.37,386.43,377.831
12/30/2022,382.43,84022210,380.64,382.58,378.43
12/29/2022,383.44,66970880,379.63,384.35,379.08
12/28/2022,376.66,70911520,381.33,383.39,376.42
12/27/2022,381.40,51638180,382.79,383.15,379.65
12/23/2022,382.91,59857330,379.65,383.06,378.03
12/22/2022,380.72,100120900,383.05,386.2134,374.77
12/21/2022,386.23,78167370,383.25,387.41,382.69
12/20/2022,380.54,74427240,379.23,382.23,377.85
12/19/2022,380.02,79878100,383.47,383.82,378.28
12/16/2022,383.27,119858000,385.18,386.575,381.04
12/15/2022,389.63,117705900,394.30,395.25,387.885
12/14/2022,399.40,108111300,401.61,405.50,396.31
12/13/2022,401.97,123782500,410.22,410.49,399.07
12/12/2022,398.95,75405840,394.11,398.95,393.412
12/09/2022,393.28,81447730,394.94,397.62,393.15
12/08/2022,396.24,60737910,395.14,397.36,393.2684
12/07/2022,393.16,65927900,392.94,395.64,391.97
12/06/2022,393.83,77972220,399.42,399.99,391.64
12/05/2022,399.59,77289820,403.95,404.93,398.17
12/02/2022,406.91,85342730,402.25,407.86,402.14
12/01/2022,407.38,76398170,408.77,410.00,404.75
11/30/2022,407.68,144566700,395.49,407.68,393.48
11/29/2022,395.23,52310040,396.05,397.30,393.30
11/28/2022,395.91,68021750,399.09,400.81,395.11
11/25/2022,402.33,30545430,401.83,402.91,401.535
11/23/2022,402.42,68261630,399.55,402.93,399.31
11/22/2022,399.90,60429030,396.63,400.07,395.1527
11/21/2022,394.59,51243190,394.64,395.82,392.66
11/18/2022,396.03,92922450,397.74,397.81,393.04
11/17/2022,394.24,74496260,390.46,394.95,390.14
11/16/2022,395.45,68508450,396.78,397.78,394.79
11/15/2022,398.49,93194450,401.15,402.31,394.49
11/14/2022,395.12,71893170,396.66,400.1799,394.83
11/11/2022,398.51,93839870,395.59,399.35,393.61
11/10/2022,394.69,141455800,388.05,395.04,385.642
11/09/2022,374.13,78495470,379.93,381.14,373.61
11/08/2022,382.00,84641060,381.11,385.12,377.72
11/07/2022,379.95,68286950,377.71,380.57,375.53
11/04/2022,376.35,103505200,377.00,378.87,370.00
11/03/2022,371.01,87100120,371.465,374.20,368.79
11/02/2022,374.87,126990400,383.90,388.63,374.76
11/01/2022,384.52,85407600,390.14,390.39,383.29
10/31/2022,386.21,96631260,386.44,388.40,385.26
10/28/2022,389.02,100302000,379.87,389.52,379.68
10/27/2022,379.98,81971760,383.07,385.00,379.33
10/26/2022,382.02,104087300,381.62,387.58,381.35
10/25/2022,384.92,78846350,378.79,385.25,378.671
10/24/2022,378.87,85436910,375.89,380.06,373.11
10/21/2022,374.29,131038400,365.12,374.80,363.54
10/20/2022,365.41,88283090,368.03,372.67,364.61
10/19/2022,368.50,79746860,368.99,371.85,365.55
10/18/2022,371.13,97162850,375.13,375.45,367.52
10/17/2022,366.82,93168230,364.01,367.9799,357.2808
10/14/2022,357.63,123737000,368.55,370.26,356.96
10/13/2022,365.97,147254500,349.205,367.51,348.11
10/12/2022,356.56,76991800,358.17,359.8179,356.30
10/11/2022,357.74,92482790,358.235,363.03,355.71
10/10/2022,360.02,76042770,363.96,364.21,357.67
10/07/2022,362.79,107789500,368.97,373.2933,360.94
10/06/2022,373.20,82333540,375.62,378.72,372.68
10/05/2022,377.09,88065670,373.39,379.46,370.95
10/04/2022,377.97,103602800,372.40,378.00,366.5677
10/03/2022,366.61,89756480,361.08,368.55,359.21
09/30/2022,357.18,153711200,361.80,365.91,357.04
09/29/2022,362.79,112952300,366.81,367.11,359.70
09/28/2022,370.53,110802200,364.38,372.30,362.60
09/27/2022,363.38,108294100,368.02,370.40,360.87
09/26/2022,364.31,92581240,366.41,370.21,363.0299
09/23/2022,367.95,122346900,370.58,370.62,363.29
09/22/2022,374.22,89472640,376.58,378.30,373.44
09/21/2022,377.39,106746600,386.11,389.31,377.38
09/20/2022,384.09,77274880,385.06,386.12,381.195
09/19/2022,388.55,73278490,382.26,388.55,382.1784
09/16/2022,385.56,103084800,384.14,386.25,382.11
09/15/2022,390.12,87633840,392.96,395.96,388.78
09/14/2022,394.60,85023750,394.47,396.20,391.12
09/13/2022,393.10,122947100,401.83,403.10,391.92
09/12/2022,410.97,69256260,408.78,411.73,408.46
09/09/2022,406.60,76706920,402.74,407.51,402.46
09/08/2022,400.38,80821680,395.39,400.86,394.12
09/07/2022,397.78,70964230,390.43,398.59,390.20
09/06/2022,390.76,76637400,393.13,394.12,388.42
09/02/2022,392.24,99632150,400.28,401.555,390.33
09/01/2022,396.42,78740080,392.89,396.78,390.04
08/31/2022,395.18,76029670,399.93,401.24,395.04
08/30/2022,398.21,85652440,403.85,404.10,396.00
08/29/2022,402.63,65370810,402.20,405.84,401.1999
08/26/2022,405.31,103087000,419.39,419.96,405.25
08/25/2022,419.51,50942250,415.24,419.56,414.09
08/24/2022,413.67,49177800,412.11,415.1101,411.39
08/23/2022,412.35,49105250,412.90,415.42,411.77
08/22/2022,413.35,77695640,417.05,417.23,412.40
08/19/2022,422.14,68016900,424.98,425.26,421.22
08/18/2022,427.89,49023210,426.86,428.61,425.50
08/17/2022,426.65,63563390,425.91,429.50,424.54
08/16/2022,429.70,59289040,427.73,431.73,426.88
08/15/2022,428.86,54048280,424.765,429.41,424.71
08/12/2022,427.10,61694540,422.03,427.21,421.03
08/11/2022,419.99,59489700,422.99,424.95,419.21
08/10/2022,419.99,68665710,418.78,420.14,416.72
08/09/2022,411.35,44931770,412.22,412.75,410.22
08/08/2022,412.99,54025970,415.25,417.62,411.83
08/05/2022,413.47,56814930,409.66,414.15,409.60
08/04/2022,414.17,45656570,414.37,415.09,412.44
08/03/2022,414.45,67820560,410.30,415.68,410.00
08/02/2022,408.06,63435420,409.12,413.00,406.82
08/01/2022,410.77,69997470,409.15,413.41,408.40
07/29/2022,411.99,87003670,407.58,413.03,406.77
07/28/2022,406.07,73966560,401.89,406.80,398.15
07/27/2022,401.04,82342110,394.36,402.88,394.05
07/26/2022,390.89,52946390,393.84,394.06,389.95
07/25/2022,395.57,53631490,395.75,396.47,393.21
07/22/2022,395.09,72197330,398.92,400.18,392.75
07/21/2022,398.79,64903860,394.16,398.84,391.63
07/20/2022,394.77,71843770,392.47,396.26,391.03
07/19/2022,392.27,78505970,386.08,392.87,385.39
07/18/2022,381.95,63203630,388.38,389.09,380.66
07/15/2022,385.13,79060380,382.55,385.25,380.54
07/14/2022,377.91,89704820,373.61,379.0498,371.04
07/13/2022,378.83,84224650,375.10,381.92,374.658
07/12/2022,380.83,62219180,383.65,386.16,378.99
07/11/2022,384.23,58366950,385.85,386.87,383.50
07/08/2022,388.67,72397770,387.27,390.64,385.66
07/07/2022,388.99,64525920,385.12,389.83,383.267
07/06/2022,383.25,70426240,382.11,385.87,379.60
07/05/2022,381.96,81437970,375.88,381.98,372.90
07/01/2022,381.24,74839730,376.56,381.70,373.80
06/30/2022,377.25,112508300,376.24,380.6582,372.56
06/29/2022,380.34,65676000,381.23,382.27,378.42
06/28/2022,380.65,86689820,390.23,393.16,380.53
06/27/2022,388.59,66009620,391.05,391.36,387.44
06/24/2022,390.08,98050330,381.40,390.09,381.365
06/23/2022,378.06,79292140,376.64,378.83,372.89
06/22/2022,374.39,90059420,370.62,378.72,370.18
06/21/2022,375.07,76811860,371.89,376.525,371.81
06/17/2022,365.86,111113900,365.51,369.38,362.17
06/16/2022,366.65,134473300,370.51,370.94,364.0799
06/15/2022,379.20,125666800,377.36,383.90,372.12
06/14/2022,373.87,104011800,376.85,377.94,370.59
06/13/2022,375.00,170004900,379.85,381.81,373.30
06/10/2022,389.80,132893900,394.88,395.7777,389.75
06/09/2022,401.44,86289800,409.34,411.74,401.44
06/08/2022,411.22,64349970,413.93,415.82,410.38
06/07/2022,415.74,59272370,408.10,416.22,407.61
06/06/2022,411.79,57508860,414.78,416.609,410.5523
06/03/2022,410.54,71874280,412.40,414.04,409.51
06/02/2022,417.39,79609630,409.42,417.44,407.04
06/01/2022,409.59,86585810,415.17,416.24,406.93
05/31/2022,412.93,95936980,413.55,416.46,410.03
05/27/2022,415.26,84768710,407.91,415.3801,407.70
05/26/2022,405.31,82168340,398.67,407.04,398.45
05/25/2022,397.37,91472870,392.31,399.45,391.89
05/24/2022,393.89,91448830,392.56,395.15,386.96
05/23/2022,396.92,76414880,392.83,397.73,390.38
05/20/2022,389.63,131432200,393.25,397.03,380.54
05/19/2022,389.46,98510720,388.62,394.14,387.11
05/18/2022,391.86,117674500,403.50,403.80,390.55
05/17/2022,408.32,83029710,406.53,408.57,402.5824
05/16/2022,400.09,78622440,399.98,403.97,397.60
05/13/2022,401.72,104174400,396.71,403.18,395.61
05/12/2022,392.34,125090800,389.37,395.80,385.15
05/11/2022,392.75,142361000,398.07,404.04,391.96
05/10/2022,399.09,132497200,404.49,406.08,394.82
05/09/2022,398.17,155586100,405.10,406.41,396.50
05/06/2022,411.34,151770800,411.10,414.80,405.73
05/05/2022,413.81,172929100,424.55,425.00,409.44
05/04/2022,429.06,144247900,417.08,429.66,413.7099
05/03/2022,416.38,100028200,415.01,418.93,413.36
05/02/2022,414.48,158312500,412.07,415.92,405.02
04/29/2022,412.00,145491100,423.59,425.87,411.21
04/28/2022,427.81,105449100,422.29,429.64,417.60
04/27/2022,417.27,122030000,417.24,422.92,415.01
04/26/2022,416.10,103996300,425.83,426.04,416.07
04/25/2022,428.51,119647700,423.67,428.69,418.84
04/22/2022,426.04,132471800,436.91,438.0825,425.44
04/21/2022,438.06,85417330,448.54,450.01,437.10
04/20/2022,444.71,65224450,446.92,447.57,443.48
04/19/2022,445.04,77821010,437.86,445.80,437.68
04/18/2022,437.97,66002500,436.81,439.75,435.61
04/14/2022,437.79,97869450,443.55,444.7301,437.68
04/13/2022,443.31,74070390,438.03,444.11,437.84
04/12/2022,438.29,84363640,443.08,445.75,436.6501
04/11/2022,439.92,89770540,444.11,445.00,439.39
04/08/2022,447.57,79272710,447.97,450.63,445.94
04/07/2022,448.77,78097210,445.59,450.69,443.53
04/06/2022,446.52,106898000,446.89,448.93,443.47
04/05/2022,451.03,74214500,455.22,457.83,449.82
04/04/2022,456.80,59601000,453.13,456.91,452.26
04/01/2022,452.92,89048770,453.31,453.46,449.14
03/31/2022,451.64,121699900,457.89,458.76,451.16
03/30/2022,458.70,79666940,460.34,461.195,456.465
03/29/2022,461.55,86581540,460.02,462.07,457.18
03/28/2022,455.91,68529770,452.06,455.91,450.06
03/25/2022,452.69,77101320,451.16,452.98,448.43
03/24/2022,450.49,64736890,445.94,450.50,444.76
03/23/2022,443.80,79426100,446.91,448.49,443.71
03/22/2022,449.59,74650390,445.86,450.58,445.86
03/21/2022,444.39,88349760,444.34,446.46,440.68
03/18/2022,444.52,106345500,438.00,444.86,437.22
03/17/2022,441.07,102676900,433.59,441.07,433.19
03/16/2022,435.62,144954800,429.89,435.68,424.80
03/15/2022,426.17,106219100,419.77,426.84,418.42
03/14/2022,417.00,95729190,420.89,424.55,415.79
03/11/2022,420.07,95636280,428.12,428.77,419.53
03/10/2022,425.48,93972660,422.52,426.43,420.44
03/09/2022,427.41,116990800,425.14,429.51,422.82
03/08/2022,416.25,164772700,419.62,427.21,415.12
03/07/2022,419.43,137896600,431.55,432.3018,419.36
03/04/2022,432.17,114083300,431.75,433.37,427.88
03/03/2022,435.71,105501700,440.47,441.11,433.80
03/02/2022,437.89,117726500,432.37,439.72,431.57
03/01/2022,429.98,137785900,435.04,437.17,427.11
02/28/2022,436.63,145615000,432.03,438.20,430.70
02/25/2022,437.75,121804500,429.61,437.84,427.86
02/24/2022,428.30,213942900,411.02,428.76,410.64
02/23/2022,421.95,132578000,432.66,433.26,421.35
02/22/2022,429.57,124391800,431.89,435.50,425.86
02/18/2022,434.23,132642900,437.33,438.66,431.82
02/17/2022,437.06,102259100,443.22,446.5652,436.42
02/16/2022,446.60,84863590,443.93,448.055,441.94
02/15/2022,446.10,88659500,443.73,446.28,443.18
02/14/2022,439.02,123006300,439.92,441.60,435.34
02/11/2022,440.46,153214600,449.41,451.605,438.94
02/10/2022,449.32,140103700,451.34,457.71,447.20
02/09/2022,457.54,92589930,455.22,457.88,455.005
02/08/2022,450.94,81012040,446.73,451.92,445.22
02/07/2022,447.26,84472860,449.51,450.99,445.85
02/04/2022,448.70,118454400,446.35,452.78,443.83
02/03/2022,446.60,118024400,450.95,452.97,445.71
02/02/2022,457.35,117361000,455.50,458.12,453.05
02/01/2022,452.95,123155400,450.68,453.63,446.9384
01/31/2022,449.91,152251400,441.24,450.28,439.81
01/28/2022,441.95,164457400,432.68,442.00,427.82
01/27/2022,431.24,149878300,438.26,441.59,429.45
01/26/2022,433.38,186391100,440.72,444.04,428.86
01/25/2022,434.47,167997300,433.06,439.72,427.15
01/24/2022,439.84,252496700,432.03,440.38,420.76
01/21/2022,437.98,202271200,445.56,448.06,437.95
01/20/2022,446.75,122379700,453.75,458.74,444.50
01/19/2022,451.75,109357600,458.13,459.6124,451.46
01/18/2022,456.49,109872400,459.74,459.96,455.31
01/14/2022,464.72,95890950,461.19,465.09,459.90
01/13/2022,464.53,91173120,472.19,472.88,463.44
01/12/2022,471.02,67605440,471.59,473.20,468.94
01/11/2022,469.75,74303060,465.23,469.85,462.05
01/10/2022,465.51,119362000,462.70,465.74,456.5973
01/07/2022,466.09,85111590,467.95,469.20,464.65
01/06/2022,467.94,86858900,467.89,470.82,465.43
01/05/2022,468.38,104538900,477.16,477.98,468.2801
01/04/2022,477.55,71178680,479.22,479.98,475.58
01/03/2022,477.71,72668230,476.30,477.85,473.85
